学习时长,出勤率,家长参与度,资源获取,课外活动,睡眠时间,过往成绩,学习动机水平,网络接入,辅导课程,家庭收入,教师质量,学校类型,同伴影响,体育活动,学习障碍,家长教育水平,家庭距离,性别,考试成绩
15,95,低,低,否,5,67,高,是,3,中,中,公立,积极,3,否,高中,中等,女,67
16,64,高,低,否,9,88,中,是,1,中,高,公立,积极,3,否,高中,近,男,64
15,70,低,中,否,8,63,低,是,0,中,中,私立,积极,4,否,高中,中等,女,61
14,90,高,高,是,8,86,中,是,4,中,中,私立,消极,2,否,高中,近,女,99
33,64,中,中,否,8,52,低,否,3,高,中,公立,积极,4,否,高中,近,男,67
28,73,中,高,是,7,65,高,是,3,高,高,公立,积极,3,否,研究生,近,男,72
32,75,低,低,否,7,55,中,是,1,中,中,公立,中性,4,否,高中,中等,男,66
13,85,低,高,是,9,73,高,是,3,中,高,公立,积极,2,否,研究生,中等,男,68
20,66,高,低,否,9,72,低,是,1,中,高,公立,积极,1,否,大学,近,女,64
12,94,高,高,否,5,68,高,是,1,高,中,公立,中性,2,否,高中,近,男,69
16,78,中,高,否,10,99,低,是,0,低,中,公立,积极,4,否,高中,远,女,65
14,97,低,高,否,5,62,中,否,1,中,中,公立,中性,4,是,研究生,远,女,66
27,79,高,高,是,6,90,低,是,3,中,高,公立,积极,4,否,高中,近,男,73
18,71,中,中,是,7,72,低,是,0,低,中,公立,中性,4,否,高中,,女,63
26,66,中,中,是,7,67,高,是,3,中,中,公立,消极,4,否,高中,中等,女,66
24,60,中,中,是,10,60,低,是,3,低,高,私立,中性,2,否,研究生,近,女,65
34,81,中,中,是,9,82,低,是,1,中,高,公立,消极,2,否,高中,近,男,71
11,64,中,低,是,8,67,高,否,1,中,中,公立,中性,2,是,大学,近,男,58
28,76,中,中,否,9,91,中,是,0,低,高,私立,中性,3,否,高中,中等,男,68
27,84,中,中,否,8,98,中,是,0,低,中,公立,中性,4,否,高中,中等,男,69
14,71,高,低,是,6,61,低,是,0,低,中,公立,积极,3,否,研究生,近,女,63
26,67,中,中,是,8,56,中,是,1,中,中,公立,消极,5,否,大学,近,女,66
22,91,中,中,是,7,66,中,否,0,高,高,公立,消极,3,否,大学,近,女,69
19,98,中,低,是,6,73,中,是,3,低,中,私立,消极,3,否,大学,近,男,69
15,64,高,中,否,9,65,中,是,2,中,中,公立,中性,2,否,高中,近,男,63
16,66,低,高,是,7,99,中,是,1,低,中,公立,积极,3,否,大学,近,女,65
32,98,低,高,否,5,89,中,是,2,高,低,私立,积极,3,否,大学,近,男,76
20,62,高,中,是,6,98,高,是,0,高,高,公立,中性,3,否,研究生,近,男,67
25,99,低,中,否,8,69,中,否,1,低,高,公立,积极,3,否,研究生,中等,男,70
15,60,中,低,否,9,65,中,是,1,中,高,公立,消极,5,否,大学,中等,男,60
15,95,高,低,否,8,70,中,是,2,高,高,公立,中性,3,是,高中,近,女,68
26,72,中,中,是,8,76,中,是,1,中,中,公立,消极,3,否,研究生,近,男,68
12,98,低,高,是,6,87,中,是,2,低,中,私立,中性,3,否,研究生,近,女,70
18,73,中,高,是,7,94,高,是,1,高,中,私立,中性,3,否,研究生,中等,女,68
20,86,高,高,否,7,73,中,是,3,低,低,公立,中性,3,是,高中,近,男,69
21,63,中,中,是,7,64,中,是,0,低,中,公立,消极,3,否,高中,近,女,62
19,70,高,低,否,7,66,中,是,1,高,低,私立,中性,4,否,大学,中等,男,64
22,91,高,中,否,6,85,低,是,2,中,中,私立,积极,2,否,高中,中等,女,71
24,81,中,中,是,8,78,中,是,1,低,中,公立,积极,2,否,高中,近,男,68
24,97,高,中,否,5,74,高,是,0,中,低,公立,中性,5,否,高中,近,女,72
14,77,中,中,是,5,60,低,是,1,高,高,私立,消极,3,否,研究生,远,男,64
18,95,中,高,是,6,94,中,是,6,低,高,公立,中性,3,否,高中,远,女,73
27,78,中,高,否,8,89,低,是,0,低,中,公立,中性,3,否,研究生,近,女,69
25,99,低,中,否,8,57,中,是,1,中,低,私立,积极,3,否,研究生,中等,男,70
12,98,中,高,否,4,68,中,是,3,低,高,公立,中性,2,否,高中,近,女,69
22,73,中,低,否,8,77,中,是,1,高,中,公立,中性,3,否,高中,远,男,64
8,95,中,中,否,7,73,低,是,2,中,中,私立,中性,2,否,大学,近,男,66
20,94,中,中,是,6,70,高,是,1,中,中,公立,中性,2,否,高中,中等,女,69
31,68,高,中,否,7,86,低,是,1,低,中,私立,积极,3,否,高中,中等,女,68
14,85,中,低,是,5,53,中,是,4,中,中,公立,中性,3,否,高中,近,男,65
15,63,高,低,是,7,74,中,是,4,低,中,公立,消极,2,否,高中,中等,男,62
25,93,高,高,是,5,63,中,是,2,高,中,公立,积极,2,否,研究生,近,女,75
11,67,中,中,是,6,54,低,是,0,低,中,公立,积极,3,否,高中,近,女,60
16,63,中,高,是,6,73,中,是,0,中,中,公立,中性,4,否,大学,近,男,63
24,76,中,低,是,8,59,中,是,2,中,中,公立,积极,4,否,大学,远,男,66
16,83,高,中,是,7,63,中,是,0,中,中,公立,中性,3,否,研究生,近,女,67
19,94,低,中,是,8,75,中,是,1,中,中,公立,消极,3,否,大学,中等,女,68
24,99,中,中,是,5,99,中,是,0,低,中,公立,积极,3,否,高中,中等,女,72
23,78,低,中,否,7,84,高,是,0,低,中,私立,中性,3,否,大学,近,男,66
22,62,中,中,是,8,64,中,是,0,低,中,公立,中性,3,否,研究生,近,女,63
18,90,中,高,是,9,69,中,是,1,高,高,私立,积极,3,否,大学,中等,女,71
22,83,低,中,是,5,70,高,是,2,低,中,公立,积极,3,否,大学,远,男,67
19,78,中,中,是,6,58,中,是,1,低,中,公立,中性,3,否,研究生,近,男,66
23,72,高,中,否,8,58,中,否,2,低,高,私立,积极,2,否,大学,近,女,66
17,80,高,高,否,9,57,中,是,4,低,中,公立,积极,2,否,大学,近,男,68
19,74,中,中,否,7,76,高,是,1,高,中,公立,中性,3,否,大学,近,女,66
14,90,高,中,是,5,84,中,是,0,低,中,公立,消极,3,否,研究生,近,女,68
20,82,高,中,是,5,80,中,是,3,低,中,公立,中性,1,是,大学,近,女,68
15,95,低,中,是,7,99,低,是,0,高,高,公立,中性,2,否,高中,近,女,68
13,82,中,高,否,8,56,低,是,2,低,高,私立,中性,3,否,研究生,近,男,66
22,70,高,低,否,7,99,中,是,1,低,高,私立,积极,2,否,高中,中等,男,66
21,94,中,高,否,5,73,低,是,0,中,高,公立,中性,3,否,研究生,远,女,70
25,82,高,中,是,9,61,低,是,1,高,中,公立,消极,2,否,高中,近,男,68
17,68,中,中,是,6,97,高,是,2,高,低,公立,消极,3,否,高中,中等,男,65
22,85,低,高,是,8,73,高,是,1,中,中,私立,积极,3,否,大学,近,男,70
23,74,中,中,否,4,67,中,是,3,高,中,私立,消极,5,否,高中,远,男,66
23,94,中,高,是,9,61,中,否,0,中,中,公立,消极,1,是,研究生,中等,女,68
15,78,中,中,是,6,63,高,是,1,中,中,私立,中性,2,是,大学,中等,男,64
21,89,中,中,否,9,99,中,是,0,中,中,私立,消极,3,否,高中,近,男,69
22,64,中,中,否,8,65,低,是,2,中,中,私立,中性,4,否,研究生,近,女,65
20,76,中,高,是,5,99,低,否,3,中,高,公立,消极,3,否,研究生,近,女,69
7,99,低,高,是,7,67,低,否,1,高,高,私立,中性,4,否,高中,近,女,66
21,92,高,低,否,9,62,中,是,1,中,低,公立,积极,2,否,高中,近,女,68
33,66,中,中,是,6,59,中,是,3,高,中,公立,积极,2,否,研究生,近,女,70
18,71,高,中,否,9,71,中,是,1,中,高,公立,积极,3,否,高中,中等,女,65
16,73,高,中,是,8,62,中,是,0,高,高,私立,中性,2,否,高中,近,女,65
22,86,中,低,否,9,85,中,是,1,中,中,公立,消极,3,否,研究生,近,女,68
22,90,低,中,否,7,62,低,是,0,中,中,公立,积极,3,否,大学,近,男,67
27,90,高,高,否,7,92,中,是,0,低,中,私立,中性,3,否,高中,近,女,72
12,80,高,高,是,10,92,高,是,1,高,高,公立,积极,3,否,研究生,中等,男,70
24,92,低,高,是,8,64,高,是,1,高,高,私立,中性,3,否,大学,近,男,72
24,77,高,高,是,7,88,低,是,1,高,中,公立,消极,5,否,大学,近,男,71
19,65,低,中,否,8,93,低,是,1,中,高,私立,中性,4,否,大学,近,男,64
22,83,低,高,是,6,80,中,是,2,中,中,公立,积极,5,否,高中,中等,女,69
26,98,中,中,是,7,68,中,是,4,低,中,公立,积极,1,否,高中,近,女,73
25,92,低,高,是,9,72,中,是,1,低,中,公立,消极,5,否,研究生,远,女,70
13,83,高,中,否,7,89,中,是,1,低,中,公立,中性,4,否,研究生,近,女,68
25,86,高,中,否,6,65,中,是,2,中,高,公立,积极,5,否,高中,中等,男,71
20,97,中,高,否,6,67,低,是,1,低,高,私立,积极,3,否,研究生,近,女,71
20,77,低,高,是,7,58,高,是,0,高,中,公立,中性,3,否,高中,近,男,66
20,73,中,高,否,6,70,低,是,3,高,高,公立,中性,4,否,高中,近,女,68
19,99,中,高,是,5,54,低,是,0,中,中,公立,中性,2,否,研究生,近,男,70
27,95,中,中,否,5,66,低,是,3,中,中,公立,中性,4,否,高中,近,男,72
19,73,低,高,是,9,69,高,是,1,低,低,公立,积极,4,否,研究生,近,女,66
13,79,中,高,是,7,63,低,否,3,高,中,私立,中性,2,否,高中,近,女,65
18,77,中,高,是,7,55,高,否,3,高,中,私立,中性,3,是,高中,近,女,66
21,66,高,中,是,6,76,低,是,3,低,中,私立,中性,1,否,高中,中等,女,65
27,98,高,低,是,6,93,低,是,0,低,中,私立,中性,4,否,高中,中等,男,72
24,76,中,中,是,6,67,中,是,2,高,中,公立,消极,3,否,大学,近,女,68
15,95,中,中,是,7,62,高,是,0,高,中,公立,消极,3,否,大学,近,女,68
35,68,低,高,是,5,64,中,是,0,高,低,公立,积极,4,是,高中,近,男,67
22,82,中,中,是,9,93,低,是,2,低,中,公立,中性,2,否,高中,近,男,68
28,61,高,中,否,7,76,高,是,1,中,高,公立,积极,4,否,高中,中等,男,67
19,91,中,高,否,7,57,低,是,3,高,高,公立,消极,3,否,高中,中等,女,69
23,83,低,低,否,8,85,中,是,2,低,中,私立,中性,2,是,高中,近,男,65
25,85,中,中,否,8,58,中,是,2,中,高,公立,中性,4,否,大学,近,男,70
27,62,高,中,否,6,53,低,是,1,中,中,公立,积极,2,否,高中,中等,男,64
26,68,中,中,否,8,63,中,是,2,低,高,公立,积极,3,否,高中,近,男,66
25,63,低,中,否,8,58,中,是,1,高,中,公立,积极,1,否,大学,近,女,64
18,72,高,高,是,7,80,高,是,1,高,高,公立,消极,2,是,高中,中等,女,66
17,85,中,中,是,9,74,中,是,1,中,中,私立,中性,2,否,高中,近,男,67
22,83,中,低,是,8,86,中,是,3,中,低,公立,消极,4,否,高中,近,男,68
26,84,中,中,否,8,76,中,是,5,中,高,公立,中性,2,否,高中,中等,男,71
19,82,高,低,否,9,71,中,是,1,低,高,私立,中性,3,否,大学,近,女,67
26,71,高,中,是,7,76,中,是,3,低,中,公立,积极,2,否,研究生,中等,男,69
29,70,中,低,是,7,72,低,是,1,中,中,公立,积极,4,否,大学,近,男,67
15,65,低,高,是,8,52,中,是,4,低,中,私立,中性,3,是,高中,中等,女,61
15,94,中,中,否,7,84,中,是,0,中,高,公立,积极,2,否,高中,中等,男,68
19,85,低,低,是,8,98,中,是,2,中,低,私立,中性,4,否,高中,近,女,67
22,67,低,中,是,6,71,低,是,1,中,高,公立,中性,4,否,大学,中等,男,64
17,67,中,中,是,4,71,中,是,3,中,高,公立,消极,2,否,高中,中等,女,63
28,95,低,中,否,8,52,高,是,3,高,高,公立,消极,4,否,大学,近,男,72
23,90,高,中,否,5,95,低,是,2,低,中,公立,消极,2,否,高中,中等,男,69
20,86,低,高,否,6,96,中,是,1,高,低,公立,中性,2,是,高中,远,男,66
11,76,中,中,是,8,91,低,是,1,高,高,私立,中性,3,是,大学,近,女,64
12,70,低,中,是,8,55,中,是,2,中,高,公立,消极,4,否,高中,近,女,61
22,99,中,高,是,9,95,中,是,2,低,低,公立,消极,4,是,高中,近,男,71
7,92,低,中,是,4,51,中,是,0,高,中,公立,积极,1,否,高中,近,女,63
26,72,中,低,否,7,72,低,是,2,中,低,公立,中性,4,否,高中,近,女,65
19,94,高,低,是,7,75,中,是,2,高,中,公立,消极,5,否,大学,近,女,71
39,90,高,高,否,8,92,高,是,2,中,高,私立,中性,1,否,高中,近,女,78
34,72,中,高,是,9,88,低,是,1,高,中,私立,积极,3,否,研究生,近,男,73
19,77,低,中,否,5,90,低,是,1,低,高,私立,中性,3,否,大学,近,女,65
19,67,低,中,是,7,93,高,是,0,中,中,公立,积极,4,否,研究生,近,男,66
26,64,高,低,是,8,74,低,是,3,中,高,公立,中性,2,否,高中,近,男,66
30,89,中,中,否,6,89,中,是,3,高,中,公立,中性,3,否,研究生,中等,男,74
10,71,中,低,否,10,53,低,是,4,高,中,私立,积极,3,否,高中,近,女,62
9,93,高,低,是,6,72,低,是,1,中,中,公立,积极,2,否,大学,近,女,66
16,100,高,高,否,7,52,中,是,4,低,中,公立,消极,4,否,高中,近,女,71
23,63,高,中,是,5,96,中,是,2,高,中,公立,中性,2,否,高中,近,女,67
23,79,高,低,是,7,98,低,是,0,中,高,公立,中性,4,否,大学,近,女,69
26,92,中,高,否,4,54,中,是,2,高,中,公立,积极,4,否,高中,中等,男,72
13,92,高,高,是,7,77,中,是,2,高,中,公立,积极,4,否,研究生,近,男,72
6,90,中,中,是,9,66,中,是,2,中,高,公立,积极,2,否,高中,远,男,65
25,74,高,高,否,5,67,高,是,1,中,中,公立,积极,5,否,研究生,近,男,71
15,78,中,中,否,5,73,中,是,0,高,高,私立,积极,1,是,大学,近,男,64
8,84,中,低,是,9,56,低,是,1,低,中,公立,积极,2,否,高中,中等,男,61
21,99,中,低,是,9,59,低,是,1,高,高,公立,消极,2,否,大学,中等,女,69
25,73,低,中,是,5,79,中,是,1,低,中,私立,中性,5,否,高中,中等,女,65
19,97,中,低,是,10,51,高,是,3,低,高,公立,中性,4,否,大学,远,女,69
17,71,中,中,否,8,80,低,是,2,高,低,公立,中性,3,否,高中,近,女,64
19,100,中,低,是,9,66,高,是,1,高,中,公立,消极,4,是,研究生,中等,男,69
18,87,中,中,是,6,92,低,是,1,低,中,私立,中性,4,否,高中,近,女,68
12,79,中,低,否,9,80,低,是,1,高,中,公立,积极,2,否,大学,中等,男,63
16,85,低,中,否,7,85,高,是,1,中,高,公立,中性,2,否,高中,近,男,66
23,71,中,中,否,7,56,低,是,1,中,,私立,积极,4,否,,近,女,65
22,71,高,中,是,8,63,中,是,2,中,高,公立,消极,2,否,高中,中等,男,66
21,65,中,中,否,6,100,中,是,3,中,中,公立,中性,4,否,研究生,近,男,67
14,65,中,高,是,5,72,低,是,3,低,高,私立,消极,2,否,高中,近,男,62
19,74,中,高,是,7,68,中,是,2,低,高,公立,消极,2,否,高中,近,女,66
7,91,高,中,否,7,94,高,否,3,高,中,公立,中性,3,否,研究生,中等,女,68
21,84,中,中,是,6,52,中,是,2,高,高,公立,消极,5,否,高中,中等,男,68
29,64,低,中,否,9,77,中,是,0,低,高,公立,消极,2,否,高中,中等,女,63
11,94,高,低,是,10,61,中,是,1,中,低,公立,中性,3,否,大学,中等,男,66
16,84,高,低,否,6,68,低,否,3,中,中,私立,中性,3,否,,近,男,65
22,98,高,中,是,7,60,中,是,1,高,中,公立,积极,1,否,高中,近,男,72
28,87,中,中,否,6,52,中,是,4,低,低,私立,中性,3,否,研究生,近,女,70
17,67,高,低,否,10,71,中,是,1,中,中,公立,积极,3,否,高中,近,男,63
16,79,中,中,否,8,89,中,是,0,低,高,私立,中性,4,否,高中,近,男,65
8,86,高,低,是,8,98,低,是,1,低,中,私立,中性,1,否,大学,近,男,65
21,61,高,高,否,9,81,中,是,1,中,中,私立,中性,3,否,研究生,近,男,66
32,61,高,中,是,7,69,高,是,0,高,中,公立,积极,3,否,高中,中等,女,68
22,65,中,低,是,7,88,低,否,2,中,中,公立,积极,4,否,大学,近,男,64
20,70,高,中,否,9,75,低,是,3,中,中,公立,中性,4,否,大学,中等,男,66
22,77,低,中,是,8,68,中,是,3,高,高,公立,积极,4,否,高中,中等,男,68
20,79,低,中,是,6,59,中,是,0,低,中,公立,积极,2,否,高中,中等,男,64
15,66,中,中,否,6,90,低,是,2,中,中,公立,消极,3,否,大学,远,女,62
25,87,中,中,是,6,75,中,否,0,低,中,私立,中性,2,是,高中,近,男,67
21,84,低,高,否,9,98,中,是,1,低,中,公立,消极,3,否,高中,中等,男,67
20,72,中,中,否,9,90,低,是,1,中,中,私立,中性,2,否,研究生,中等,男,65
14,61,低,中,是,10,71,中,否,2,低,中,公立,中性,4,否,高中,近,男,59
28,63,中,高,是,6,87,低,是,0,低,中,公立,积极,2,否,高中,中等,女,66
24,76,高,低,否,7,73,中,是,4,中,中,公立,中性,2,否,高中,近,女,68
17,66,高,中,否,6,54,中,是,2,高,低,公立,积极,3,是,高中,近,女,63
26,75,中,低,是,7,76,中,是,2,中,中,公立,中性,3,否,大学,近,男,68
17,85,高,低,是,8,93,低,是,2,中,高,公立,积极,3,否,大学,远,女,68
15,82,中,中,是,7,93,中,是,3,低,高,公立,消极,2,否,高中,中等,女,66
15,69,高,低,否,9,79,低,是,1,中,,私立,积极,2,否,高中,中等,女,63
9,74,中,低,否,6,69,低,是,3,低,中,私立,积极,2,否,,中等,女,61
23,85,高,中,是,8,51,低,是,0,高,低,公立,消极,4,否,大学,近,女,68
9,94,高,低,否,6,66,低,是,0,低,高,公立,积极,3,否,大学,近,男,66
13,90,中,高,否,4,99,高,是,1,高,中,公立,中性,4,是,大学,中等,男,69
8,82,中,高,是,5,86,中,否,0,低,中,公立,消极,3,否,研究生,近,女,64
19,74,中,中,否,7,86,高,是,1,高,中,私立,积极,3,否,研究生,近,男,68
19,75,中,高,否,10,88,低,是,0,低,高,公立,积极,2,否,高中,近,女,66
18,95,中,中,否,6,81,中,是,0,低,中,公立,积极,3,是,高中,近,女,68
14,62,中,高,是,7,79,低,是,2,中,中,私立,积极,2,否,高中,中等,女,62
13,100,中,低,是,8,73,低,是,1,低,中,公立,中性,3,否,研究生,近,男,68
23,87,中,高,否,6,72,中,是,1,低,高,私立,消极,3,否,大学,中等,男,69
17,87,高,高,是,6,94,中,是,2,低,中,私立,中性,3,否,高中,中等,男,70
22,62,高,中,是,7,70,低,是,4,低,中,公立,消极,2,否,大学,近,女,65
15,84,低,中,是,6,92,中,是,3,中,中,公立,积极,3,否,大学,近,女,68
21,79,中,高,否,4,92,低,是,0,低,中,公立,消极,2,否,研究生,近,女,67
28,64,低,中,是,6,89,中,是,0,低,低,公立,中性,4,否,大学,远,男,64
24,71,低,中,否,8,52,中,否,2,中,中,公立,消极,3,否,大学,,女,63
18,96,中,低,是,8,57,中,是,1,中,中,公立,消极,2,否,高中,近,女,67
22,82,高,低,否,9,66,中,是,1,低,高,私立,消极,3,否,高中,中等,男,66
19,77,高,低,是,9,92,中,是,2,低,中,公立,积极,4,否,高中,近,女,67
20,63,中,中,是,6,94,中,否,2,中,中,公立,中性,3,否,高中,远,女,63
18,89,中,中,是,6,52,中,是,3,高,高,公立,积极,3,否,高中,中等,女,69
19,88,高,高,否,6,66,中,是,3,中,中,公立,积极,2,否,高中,近,女,70
21,85,高,中,是,7,93,中,是,0,高,中,公立,中性,4,否,高中,中等,男,70
14,80,高,中,否,6,62,中,是,0,高,中,私立,消极,2,否,研究生,近,男,65
14,77,低,低,否,7,99,低,是,2,中,中,公立,积极,2,否,研究生,中等,女,64
12,84,中,高,是,6,74,高,是,1,中,高,公立,消极,3,否,大学,中等,女,67
10,69,低,中,否,8,97,中,是,1,中,中,私立,消极,3,否,高中,近,女,61
13,98,中,高,是,6,71,中,是,1,低,高,私立,积极,1,否,大学,近,女,70
21,84,高,低,否,6,66,高,是,2,高,中,私立,积极,4,是,大学,远,男,68
15,72,中,中,是,8,68,高,是,0,中,中,公立,积极,2,否,高中,近,女,64
23,78,高,中,否,8,94,中,是,1,高,中,私立,中性,2,是,高中,中等,男,68
20,92,中,低,否,7,67,低,是,1,中,中,公立,积极,5,否,高中,近,男,68
8,66,高,高,是,8,83,中,是,0,低,中,私立,积极,4,否,大学,,男,63
24,72,低,中,是,8,73,低,是,1,低,中,公立,积极,2,否,大学,中等,女,65
25,87,低,中,是,10,97,中,是,4,低,低,私立,中性,3,是,高中,近,女,69
14,73,中,高,否,8,58,中,是,2,低,高,公立,消极,2,否,大学,中等,男,63
23,92,低,中,是,10,71,中,是,1,低,中,公立,中性,3,否,大学,近,男,69
15,65,高,低,是,7,56,中,否,3,高,中,私立,积极,3,是,高中,近,女,61
21,91,低,高,是,9,79,中,是,2,低,中,私立,中性,3,否,大学,远,女,69
12,63,高,中,否,9,70,低,是,1,高,低,公立,积极,3,否,大学,近,女,62
9,61,低,高,是,7,53,中,是,0,中,中,公立,积极,2,是,研究生,远,男,58
18,96,中,高,是,6,92,中,是,2,中,中,公立,积极,3,否,高中,远,男,71
